  47.38933,   5.38643,   0.77366,   0.79329,   0.53126,   2.89451,  -1.77568
  70.37619,   7.81958,  -0.12843,  -0.12843,   0.89900,   0.44880,   3.59039
  51.21880,   9.89699,   0.89900,   0.89900,   0.38529,   2.24399,   3.59039
 129.75157,  14.41684,   0.12843,   0.12843,   0.89900,   0.89760,   5.38559
 118.82951,  17.70465,   0.38529,   0.38529,   0.89900,   1.34640,   4.48799
  61.70878,   6.89619,   0.66053,   0.77451,   0.68816,  -3.08945,   1.07724
  41.17430,  10.14145,  -0.38529,  -0.38529,   0.38529,   0.89760,   1.79520
  29.20727,   7.19391,   0.89900,   0.89900,   0.38529,   2.24399,   5.38559
 118.82951,  17.70465,   0.89900,   0.89900,   0.38529,   2.24399,   5.38559
  54.63254,   6.17843,   0.75918,   0.63182,   0.58725,  -0.04349,   1.09140
  58.65163,   6.75254,   0.71498,   0.84609,   0.62164,   3.04689,  -1.96327
  37.47362,   9.22995,  -0.38529,  -0.38529,   0.25686,   0.44880,   1.79520
  38.42803,   7.42543,   0.89900,   0.89900,   0.38529,   2.24399,   0.89760
  68.04647,  10.13838,  -0.12843,  -0.12843,   0.89900,   0.89760,   0.00000
  57.16303,   6.42144,   0.75494,   0.71927,   0.57749,  -0.38979,  -3.09034
  32.81993,  10.25868,  -0.38529,  -0.38529,   0.25686,   2.24399,   3.59039
  93.57425,  10.47593,   0.84074,   0.30842,   0.46028,   3.09623,   1.30962
  66.85031,   7.49080,   0.76646,   0.85561,   0.54415,  -2.95714,   2.75256
  48.09029,   5.53542,   0.79517,   0.70558,   0.53292,  -0.26320,  -0.15912
  51.21880,   9.89699,  -0.12843,  -0.12843,   0.51371,   0.89760,   5.38559
 124.30369,  24.01915,   0.89900,   0.89900,   0.38529,   0.89760,   3.59039
  50.29570,   5.64068,   0.72554,   0.76882,   0.59141,  -2.89374,   2.70447
 161.20074,  17.91119,   0.12843,   0.12843,   0.89900,   3.14159,   3.59039
  47.21568,   9.12347,   0.89900,   0.89900,   0.38529,   0.89760,   6.28318
  46.78712,   5.23796,   0.84074,   0.30842,   0.46028,   3.09623,   1.30962
  58.61393,   6.56118,   0.74498,   0.85464,   0.58394,  -1.47037,  -2.12245
  46.02008,   5.11334,   0.89900,   0.89900,   0.38529,   2.69279,   0.89760
  54.77106,   8.16045,   0.12843,   0.12843,   0.89900,   0.44880,   1.79520
  85.39853,   9.48873,   0.12843,   0.12843,   0.77057,   2.24399,   4.48799
  49.17185,   5.54369,   0.71099,   0.64408,   0.64262,   1.73199,  -0.04360
  62.15185,  12.00957,   0.12843,   0.12843,   0.89900,   0.89760,   5.38559
  47.21568,   9.12347,   0.38529,   0.38529,   0.89900,   1.34640,   0.00000
 118.08972,  13.12108,  -0.12843,  -0.12843,   0.89900,   0.44880,   4.48799
  64.87578,   7.20842,   0.64214,   0.64214,   0.64214,   2.69279,   3.59039
 109.54212,  16.32091,   0.89900,   0.89900,   0.38529,   0.89760,   1.79520
  52.80128,   5.86681,   0.89900,   0.89900,   0.38529,   2.69279,   4.48799
  68.04647,  10.13838,   0.12843,   0.12843,   0.89900,   2.24399,   0.89760
  59.04486,   6.56054,   0.64214,   0.64214,   0.64214,   2.69279,   0.89760
  33.49277,   6.47179,   0.89900,   0.89900,   0.12843,   2.24399,   0.00000
  47.98288,  11.81844,   0.89900,   0.89900,   0.38529,   0.89760,   0.89760
  66.98554,  12.94359,   0.89900,   0.89900,   0.38529,   2.24399,   4.48799
  44.57722,   6.64165,   0.89900,   0.89900,   0.25686,   0.89760,   0.89760
  33.51105,   8.25395,  -0.38529,  -0.38529,   0.64214,   1.34640,   5.38559
